 time            od              hd              cm              v(acq)          v(sp)           v(sn)          
 0.00000000e+00 -3.59744609e-01  7.82249765e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 5.00000000e-11 -3.59744609e-01  7.82249765e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 1.00000000e-10 -3.59744609e-01  7.82249763e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 2.00000000e-10 -3.59744609e-01  7.82249759e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 4.00000000e-10 -3.59744609e-01  7.82249759e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 8.00000000e-10 -3.59744609e-01  7.82249763e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 1.60000000e-09 -3.59744609e-01  7.82249763e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 3.20000000e-09 -3.59744609e-01  7.82249759e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 6.40000000e-09 -3.59744609e-01  7.82249736e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 1.14000000e-08 -3.59744609e-01  7.82249691e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 1.64000000e-08 -3.59744609e-01  7.82249625e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 2.14000000e-08 -3.59744609e-01  7.82249562e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 2.64000000e-08 -3.59744609e-01  7.82249497e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
 3.14000000e-08 -3.59744609e-01  7.82249432e-08  8.99161379e-01  0.00000000e+00  8.55000000e-01  9.45000000e-01 
