scale,command_V,drive_V,vout_V,vinn_V,vx_V,m6_id_A,m6_vdsat_V,m7_id_A,m7_vdsat_V,direction,mapping_error_V,tracking_error_mV,m6_saturation_margin_V,m7_saturation_margin_V,not_clipped,valid,point_status,reverse_vout_V,forward_reverse_delta_uV,reverse_valid,counterpart_point_status,manifest_sha256
1.17,0.63,1.17,0.630230468,0.900115234,0.799648298,8.69213438e-05,0.162978812,9.31966601e-05,0.164524892,COMMAND_DESCENDING,-1.110223025e-16,0.230468,0.467251656,1.00524464,True,True,VALID,0.630230468,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.16,0.64,1.16,0.640221727,0.900110863,0.799351107,8.67889253e-05,0.162800223,9.31651531e-05,0.164521795,COMMAND_DESCENDING,-1.110223025e-16,0.221727,0.477421504,0.995256478,True,True,VALID,0.640221727,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.15,0.65,1.15,0.65021268,0.90010634,0.799055835,8.66563175e-05,0.162622816,9.31334543e-05,0.164518698,COMMAND_DESCENDING,-1.110223025e-16,0.21268,0.487589864,0.985268622,True,True,VALID,0.65021268,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.14,0.66,1.14,0.660203688,0.900101844,0.79876237,8.65235129e-05,0.162446525,9.31015595e-05,0.164515601,COMMAND_DESCENDING,-1.110223025e-16,0.203688,0.497757163,0.975280711,True,True,VALID,0.660203688,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.13,0.67,1.13,0.670194747,0.900097374,0.798470618,8.63905084e-05,0.162271288,9.30694651e-05,0.164512504,COMMAND_DESCENDING,-1.110223025e-16,0.194747,0.507923459,0.965292749,True,True,VALID,0.670194747,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.12,0.68,1.12,0.680185855,0.900092928,0.798180489,8.62573002e-05,0.162097051,9.30371676e-05,0.164509407,COMMAND_DESCENDING,1.110223025e-16,0.185855,0.518088804,0.955304738,True,True,VALID,0.680185855,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.11,0.69,1.11,0.690177009,0.900088505,0.797891899,8.61238849e-05,0.16192376,9.30046634e-05,0.16450631,COMMAND_DESCENDING,0,0.177009,0.528253249,0.945316681,True,True,VALID,0.690177009,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.1,0.7,1.1,0.700168207,0.900084103,0.797604768,8.59902587e-05,0.161751366,9.29719488e-05,0.164503213,COMMAND_DESCENDING,0,0.168207,0.538416841,0.93532858,True,True,VALID,0.700168207,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.09,0.71,1.09,0.710159446,0.900079723,0.797319019,8.58564178e-05,0.16157982,9.29390199e-05,0.164500116,COMMAND_DESCENDING,0,0.159446,0.548579626,0.925340438,True,True,VALID,0.710159446,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.08,0.72,1.08,0.720150724,0.900075362,0.797034581,8.57223583e-05,0.161409079,9.29058728e-05,0.164497019,COMMAND_DESCENDING,0,0.150724,0.558741645,0.915352257,True,True,VALID,0.720150724,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.07,0.73,1.07,0.730142039,0.900071019,0.796751385,8.55880763e-05,0.161239099,9.28725034e-05,0.164493922,COMMAND_DESCENDING,0,0.142039,0.56890294,0.905364039,True,True,VALID,0.730142039,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.06,0.74,1.06,0.740133389,0.900066694,0.796469366,8.54535674e-05,0.161069839,9.28389076e-05,0.164490825,COMMAND_DESCENDING,0,0.133389,0.57906355,0.895375786,True,True,VALID,0.740133389,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.05,0.75,1.05,0.750124772,0.900062386,0.796188462,8.53188275e-05,0.160901261,9.28050812e-05,0.164487728,COMMAND_DESCENDING,0,0.124772,0.589223511,0.8853875,True,True,VALID,0.750124772,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.04,0.76,1.04,0.760116186,0.900058093,0.795908614,8.51838522e-05,0.160733328,9.27710196e-05,0.164484632,COMMAND_DESCENDING,0,0.116186,0.599382858,0.875399182,True,True,VALID,0.760116186,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.03,0.77,1.03,0.770107631,0.900053815,0.795629766,8.50486369e-05,0.160566004,9.27367183e-05,0.164481535,COMMAND_DESCENDING,0,0.107631,0.609541627,0.865410834,True,True,VALID,0.770107631,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.02,0.78,1.02,0.780099103,0.900049551,0.795351862,8.4913177e-05,0.160399255,9.27021727e-05,0.164478438,COMMAND_DESCENDING,0,0.099103,0.619699848,0.855422459,True,True,VALID,0.780099103,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1.01,0.79,1.01,0.790090601,0.900045301,0.79507485,8.47774677e-05,0.160233049,9.2667378e-05,0.164475341,COMMAND_DESCENDING,0,0.090601,0.629857552,0.845434058,True,True,VALID,0.790090601,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
1,0.8,1,0.800082125,0.900041062,0.794798682,8.46415039e-05,0.160067355,9.26323291e-05,0.164472244,COMMAND_DESCENDING,0,0.082125,0.64001477,0.835445631,True,True,VALID,0.800082125,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.99,0.81,0.99,0.810073671,0.900036836,0.794523308,8.45052807e-05,0.159902142,9.25970209e-05,0.164469147,COMMAND_DESCENDING,0,0.073671,0.650171529,0.825457182,True,True,VALID,0.810073671,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.98,0.82,0.98,0.82006524,0.90003262,0.794248682,8.43687926e-05,0.159737382,9.25614481e-05,0.164466051,COMMAND_DESCENDING,-1.110223025e-16,0.06524,0.660327858,0.815468709,True,True,VALID,0.82006524,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.97,0.83,0.97,0.830056829,0.900028415,0.79397476,8.42320343e-05,0.159573046,9.25256053e-05,0.164462954,COMMAND_DESCENDING,-1.110223025e-16,0.056829,0.670483783,0.805480217,True,True,VALID,0.830056829,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.96,0.84,0.96,0.840048438,0.900024219,0.793701498,8.40950002e-05,0.159409107,9.24894869e-05,0.164459857,COMMAND_DESCENDING,-1.110223025e-16,0.048438,0.680639331,0.795491705,True,True,VALID,0.840048438,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.95,0.85,0.95,0.850040064,0.900020032,0.793428855,8.39576844e-05,0.15924554,9.24530869e-05,0.16445676,COMMAND_DESCENDING,-1.110223025e-16,0.040064,0.690794524,0.785503176,True,True,VALID,0.850040064,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.94,0.86,0.94,0.860031708,0.900015854,0.793156789,8.38200809e-05,0.159082318,9.24163994e-05,0.164453664,COMMAND_DESCENDING,-1.110223025e-16,0.031708,0.70094939,0.775514628,True,True,VALID,0.860031708,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.93,0.87,0.93,0.870023366,0.900011683,0.792885262,8.36821835e-05,0.158919417,9.23794182e-05,0.164450567,COMMAND_DESCENDING,0,0.023366,0.711103949,0.765526067,True,True,VALID,0.870023366,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.92,0.88,0.92,0.88001504,0.90000752,0.792614234,8.35439858e-05,0.158756813,9.23421369e-05,0.16444747,COMMAND_DESCENDING,0,0.01504,0.721258227,0.75553749,True,True,VALID,0.88001504,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.91,0.89,0.91,0.890006726,0.900003363,0.792343669,8.34054811e-05,0.158594483,9.23045487e-05,0.164444373,COMMAND_DESCENDING,0,0.006726,0.731412243,0.745548901,True,True,VALID,0.890006726,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.9,0.9,0.9,0.899998424,0.899999212,0.79207353,8.32666626e-05,0.158432404,9.22666468e-05,0.164441277,COMMAND_DESCENDING,0,0.001576,0.74156602,0.735560299,True,True,VALID,0.899998424,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.89,0.91,0.89,0.909990134,0.899995067,0.791803781,8.31275232e-05,0.158270552,9.22284241e-05,0.16443818,COMMAND_DESCENDING,0,0.009866,0.751719582,0.725571686,True,True,VALID,0.909990134,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.88,0.92,0.88,0.919981853,0.899990927,0.791534387,8.29880554e-05,0.158108908,9.21898731e-05,0.164435083,COMMAND_DESCENDING,0,0.018147,0.761872945,0.715583064,True,True,VALID,0.919981853,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.87,0.93,0.87,0.929973582,0.899986791,0.791265315,8.28482516e-05,0.157947448,9.21509862e-05,0.164431987,COMMAND_DESCENDING,0,0.026418,0.772026134,0.705594431,True,True,VALID,0.929973582,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.86,0.94,0.86,0.939965318,0.899982659,0.79099653,8.27081039e-05,0.157786152,9.21117555e-05,0.16442889,COMMAND_DESCENDING,-1.110223025e-16,0.034682,0.782179166,0.695605792,True,True,VALID,0.939965318,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.85,0.95,0.85,0.949957061,0.89997853,0.790727998,8.2567604e-05,0.157624999,9.20721727e-05,0.164425794,COMMAND_DESCENDING,-1.110223025e-16,0.042939,0.792332062,0.685617145,True,True,VALID,0.949957061,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.84,0.96,0.84,0.95994881,0.899974405,0.790459688,8.24267434e-05,0.157463968,9.20322292e-05,0.164422697,COMMAND_DESCENDING,-1.110223025e-16,0.05119,0.802484842,0.675628493,True,True,VALID,0.95994881,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.83,0.97,0.83,0.969940558,0.899970279,0.790191568,8.22855132e-05,0.157303039,9.19919162e-05,0.164419601,COMMAND_DESCENDING,-1.110223025e-16,0.059442,0.812637519,0.665639841,True,True,VALID,0.969940558,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.82,0.98,0.82,0.979932321,0.89996616,0.789923603,8.2143904e-05,0.157142192,9.19512243e-05,0.164416504,COMMAND_DESCENDING,-1.110223025e-16,0.067679,0.822790129,0.655651175,True,True,VALID,0.979932321,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.81,0.99,0.81,0.989924081,0.89996204,0.789655764,8.20019064e-05,0.156981407,9.1910144e-05,0.164413408,COMMAND_DESCENDING,0,0.075919,0.832942674,0.645662511,True,True,VALID,0.989924081,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.8,1,0.8,0.999915843,0.899957922,0.789388017,8.18595103e-05,0.156820663,9.18686653e-05,0.164410311,COMMAND_DESCENDING,0,0.084157,0.84309518,0.635673846,True,True,VALID,0.999915843,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.79,1.01,0.79,1.00990761,0.899953803,0.789120333,8.17167052e-05,0.156659942,9.18267776e-05,0.164407215,COMMAND_DESCENDING,0,0.09239,0.853247668,0.625685175,True,True,VALID,1.00990761,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.78,1.02,0.78,1.01989937,0.899949685,0.788852678,8.15734802e-05,0.156499223,9.17844701e-05,0.164404118,COMMAND_DESCENDING,0,0.10063,0.863400147,0.615696512,True,True,VALID,1.01989937,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.77,1.03,0.77,1.02989113,0.899945566,0.788585022,8.14298241e-05,0.156338486,9.17417315e-05,0.164401022,COMMAND_DESCENDING,0,0.10887,0.873552644,0.605707848,True,True,VALID,1.02989113,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.76,1.04,0.76,1.03988289,0.899941446,0.788317333,8.12857249e-05,0.156177712,9.16985499e-05,0.164397925,COMMAND_DESCENDING,0,0.11711,0.883705178,0.595719185,True,True,VALID,1.03988289,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.75,1.05,0.75,1.04987465,0.899937324,0.788049579,8.11411703e-05,0.15601688,9.16549128e-05,0.164394829,COMMAND_DESCENDING,0,0.12535,0.89385777,0.585730521,True,True,VALID,1.04987465,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.74,1.06,0.74,1.05986634,0.899933171,0.787781729,8.0996148e-05,0.155855971,9.16108077e-05,0.164391733,COMMAND_DESCENDING,0,0.13366,0.904010369,0.575741927,True,True,VALID,1.05986634,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.73,1.07,0.73,1.06985815,0.899929074,0.787513747,8.08506421e-05,0.155694962,9.156622e-05,0.164388636,COMMAND_DESCENDING,0,0.14185,0.914163188,0.565753214,True,True,VALID,1.06985815,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.72,1.08,0.72,1.07984989,0.899924945,0.787245604,8.07046407e-05,0.155533836,9.15211365e-05,0.16438554,COMMAND_DESCENDING,0,0.15011,0.924316054,0.55576457,True,True,VALID,1.07984989,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.71,1.09,0.71,1.0898416,0.899920802,0.786977266,8.05581284e-05,0.155372569,9.14755419e-05,0.164382444,COMMAND_DESCENDING,0,0.1584,0.934469031,0.545775956,True,True,VALID,1.0898416,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.7,1.1,0.7,1.09983335,0.899916677,0.786708698,8.04110886e-05,0.155211141,9.14294204e-05,0.164379347,COMMAND_DESCENDING,0,0.16665,0.944622209,0.535787303,True,True,VALID,1.09983335,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.69,1.11,0.69,1.10982507,0.899912535,0.786439867,8.02635057e-05,0.155049531,9.13827557e-05,0.164376251,COMMAND_DESCENDING,0,0.17493,0.954775539,0.525798679,True,True,VALID,1.10982507,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.68,1.12,0.68,1.11981678,0.899908389,0.786170737,8.0115362e-05,0.154887715,9.13355304e-05,0.164373155,COMMAND_DESCENDING,0,0.18322,0.964929065,0.515810065,True,True,VALID,1.11981678,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.67,1.13,0.67,1.12980847,0.899904237,0.785901273,7.99666392e-05,0.154725672,9.12877262e-05,0.164370059,COMMAND_DESCENDING,0,0.19153,0.975082798,0.505821471,True,True,VALID,1.12980847,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.66,1.14,0.66,1.13980016,0.899900079,0.785631436,7.9817318e-05,0.154563377,9.12393238e-05,0.164366962,COMMAND_DESCENDING,-2.220446049e-16,0.19984,0.985236783,0.495832878,True,True,VALID,1.13980016,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.65,1.15,0.65,1.14979183,0.899895914,0.78536119,7.9667378e-05,0.154400807,9.11903029e-05,0.164363866,COMMAND_DESCENDING,0,0.20817,0.995391023,0.485844304,True,True,VALID,1.14979183,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.64,1.16,0.64,1.15978348,0.899891742,0.785090495,7.95167974e-05,0.154237937,9.11406419e-05,0.16436077,COMMAND_DESCENDING,-2.220446049e-16,0.21652,1.005545543,0.47585575,True,True,VALID,1.15978348,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.63,1.17,0.63,1.16977512,0.899887561,0.784819309,7.93655534e-05,0.154074741,9.10903179e-05,0.164357674,COMMAND_DESCENDING,0,0.22488,1.015700379,0.465867206,True,True,VALID,1.16977512,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.62,1.18,0.62,1.17976674,0.899883372,0.784547591,7.92136216e-05,0.153911192,9.10393067e-05,0.164354578,COMMAND_DESCENDING,-2.220446049e-16,0.23326,1.025855548,0.455878682,True,True,VALID,1.17976674,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.61,1.19,0.61,1.18975835,0.899879174,0.784275297,7.90609761e-05,0.153747263,9.09875824e-05,0.164351482,COMMAND_DESCENDING,0,0.24165,1.036011087,0.445890168,True,True,VALID,1.18975835,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.6,1.2,0.6,1.19974993,0.899874965,0.784002381,7.89075894e-05,0.153582924,9.09351176e-05,0.164348386,COMMAND_DESCENDING,-2.220446049e-16,0.25007,1.046167006,0.435901684,True,True,VALID,1.19974993,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.59,1.21,0.59,1.20974149,0.899870745,0.783728795,7.87534319e-05,0.153418145,9.08818829e-05,0.16434529,COMMAND_DESCENDING,0,0.25851,1.056323345,0.42591322,True,True,VALID,1.20974149,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.58,1.22,0.58,1.21973303,0.899866514,0.783454487,7.85984722e-05,0.153252893,9.08278468e-05,0.164342194,COMMAND_DESCENDING,-2.220446049e-16,0.26697,1.066480137,0.415924776,True,True,VALID,1.21973303,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.57,1.23,0.57,1.22972454,0.89986227,0.783179406,7.84426764e-05,0.153087135,9.07729759e-05,0.164339098,COMMAND_DESCENDING,0,0.27546,1.076637405,0.405936362,True,True,VALID,1.22972454,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.56,1.24,0.56,1.23971603,0.899858013,0.782903494,7.82860082e-05,0.152920836,9.07172338e-05,0.164336002,COMMAND_DESCENDING,0,0.28397,1.086795194,0.395947968,True,True,VALID,1.23971603,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.55,1.25,0.55,1.24970748,0.899853742,0.782626692,7.81284284e-05,0.152753957,9.06605817e-05,0.164332906,COMMAND_DESCENDING,0,0.29252,1.096953523,0.385959614,True,True,VALID,1.24970748,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.54,1.26,0.54,1.25969821,0.899849105,0.782348957,7.79699066e-05,0.15258647,9.06029816e-05,0.164329811,COMMAND_DESCENDING,0,0.30179,1.10711174,0.375971979,True,True,VALID,1.25969821,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.53,1.27,0.53,1.2696903,0.899845152,0.782070159,7.78103618e-05,0.152418295,9.05443756e-05,0.164326715,COMMAND_DESCENDING,0,0.3097,1.117272005,0.365982985,True,True,VALID,1.2696903,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.52,1.28,0.52,1.27968166,0.899840832,0.781790287,7.76497794e-05,0.152249423,9.04847265e-05,0.164323619,COMMAND_DESCENDING,0,0.31834,1.127432237,0.355994721,True,True,VALID,1.27968166,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.51,1.29,0.51,1.28967299,0.899836493,0.781509243,7.74880934e-05,0.152079792,9.04239763e-05,0.164320523,COMMAND_DESCENDING,0,0.32701,1.137593198,0.346006487,True,True,VALID,1.28967299,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.5,1.3,0.5,1.29966427,0.899832134,0.78122694,7.73252447e-05,0.151909347,9.03620661e-05,0.164317427,COMMAND_DESCENDING,0,0.33573,1.147754923,0.336018303,True,True,VALID,1.29966427,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.49,1.31,0.49,1.30965551,0.899827753,0.780943287,7.7161168e-05,0.15173803,9.0298931e-05,0.164314332,COMMAND_DESCENDING,0,0.34449,1.15791748,0.326030158,True,True,VALID,1.30965551,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.48,1.32,0.48,1.3196467,0.89982335,0.780658184,7.69957918e-05,0.151565777,9.02344997e-05,0.164311236,COMMAND_DESCENDING,0,0.3533,1.168080923,0.316042064,True,True,VALID,1.3196467,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.47,1.33,0.47,1.32963784,0.899818922,0.78037152,7.68290367e-05,0.151392518,9.01686934e-05,0.16430814,COMMAND_DESCENDING,0,0.36216,1.178245322,0.30605402,True,True,VALID,1.32963784,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.46,1.34,0.46,1.33962893,0.899814467,0.780083173,7.66608145e-05,0.151218175,9.01014242e-05,0.164305045,COMMAND_DESCENDING,0,0.37107,1.188410755,0.296066025,True,True,VALID,1.33962893,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.45,1.35,0.45,1.34961997,0.899809983,0.779793009,7.6491027e-05,0.151042663,9.00325943e-05,0.164301949,COMMAND_DESCENDING,0,0.38003,1.198577307,0.286078081,True,True,VALID,1.34961997,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.44,1.36,0.44,1.35961094,0.899805469,0.779500878,7.63195636e-05,0.150865886,8.99620937e-05,0.164298854,COMMAND_DESCENDING,0,0.38906,1.208745054,0.276090206,True,True,VALID,1.35961094,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.43,1.37,0.43,1.36960184,0.899800921,0.779206612,7.61462998e-05,0.150687736,8.98897984e-05,0.164295758,COMMAND_DESCENDING,0,0.39816,1.218914104,0.266102402,True,True,VALID,1.36960184,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.42,1.38,0.42,1.37959267,0.899796333,0.77891002,7.59710944e-05,0.150508094,8.98155677e-05,0.164292663,COMMAND_DESCENDING,-2.220446049e-16,0.40733,1.229084576,0.256114667,True,True,VALID,1.37959267,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.41,1.39,0.41,1.38958342,0.899791712,0.77861089,7.57937869e-05,0.150326823,8.97392408e-05,0.164289567,COMMAND_DESCENDING,-2.220446049e-16,0.41658,1.239256597,0.246127013,True,True,VALID,1.38958342,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.4,1.4,0.4,1.39957409,0.899787043,0.77830897,7.56141891e-05,0.150143762,8.96606331e-05,0.164286472,COMMAND_DESCENDING,0,0.42591,1.249430328,0.236139438,True,True,VALID,1.39957409,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.39,1.41,0.39,1.40956465,0.899782327,0.778003982,7.54320897e-05,0.149958735,8.95795309e-05,0.164283377,COMMAND_DESCENDING,-2.220446049e-16,0.43535,1.259605915,0.226151973,True,True,VALID,1.40956465,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.38,1.42,0.38,1.41955511,0.899777557,0.777695595,7.52472378e-05,0.14977153,8.94956852e-05,0.164280282,COMMAND_DESCENDING,0,0.44489,1.26978358,0.216164608,True,True,VALID,1.41955511,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.37,1.43,0.37,1.42954546,0.899772728,0.777383422,7.50593404e-05,0.149581901,8.94088034e-05,0.164277186,COMMAND_DESCENDING,-2.220446049e-16,0.45454,1.279963559,0.206177354,True,True,VALID,1.42954546,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.36,1.44,0.36,1.43953469,0.899767344,0.777067047,7.48680728e-05,0.149389582,8.93185484e-05,0.164274092,COMMAND_DESCENDING,0,0.46531,1.290145108,0.196191218,True,True,VALID,1.43953469,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.35,1.45,0.35,1.4495253,0.89976265,0.776745836,7.46729632e-05,0.149194169,8.92244835e-05,0.164270996,COMMAND_DESCENDING,-2.220446049e-16,0.4747,1.300331131,0.186203704,True,True,VALID,1.4495253,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.34,1.46,0.34,1.45951546,0.899757728,0.776419202,7.44735531e-05,0.148995288,8.91261268e-05,0.164267901,COMMAND_DESCENDING,0,0.48454,1.310520172,0.176216639,True,True,VALID,1.45951546,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
0.33,1.47,0.33,1.46950523,0.899752616,0.776086353,7.42692339e-05,0.148792433,8.90228711e-05,0.164264806,COMMAND_DESCENDING,0,0.49477,1.320712797,0.166229964,True,True,VALID,1.46950523,0,True,VALID,6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
